ID,Region,Category,Title,Description,Source,Link,Proximity_Score
e8f88c928eb257c4c50c854ca6d70d04,EUROPA,Politics & Policy,UK says small boat migrant arrivals approached record levels in 2025,"The number of migrants reaching the UK in small boats in 2025 climbed to its second-highest level since records began, official figures showed on Thursday, piling pressure on Prime Minister Keir Starmer as anti-immigration sentiments gain ground ahead of key local elections in May.",https://www.france24.com/en/europe/rss,https://www.france24.com/en/europe/20260101-uk-says-small-boat-migrant-arrivals-approached-record-levels-2025,72.19
dd455c9102f00ff3383f3047fd3c3717,EUROPA,Politics & Policy,Nicolás Maduro captured by US forces and flown out of Venezuela,US president says Washington will ‘run the country’ until a transition of power takes place,https://www.ft.com/world?format=rss,https://www.ft.com/content/46ee8a0f-d421-4f7d-9514-297a576ec346,88.75
301e488366a056727c6202ffe739f745,MEDIO_ORIENTE,Politics & Policy,LIVE: Government forces control multiple cities in southern Yemen,Pro-government officials say they have regained control of the Wadi Hadramout region.,https://www.aljazeera.com/xml/rss/all.xml,https://www.aljazeera.com/news/liveblog/2026/1/4/live-government-forces-control-multiple-cities-in-southern-yemen?traffic_source=rss,78.0
5474f8717184f998d44a2b28f847ab0f,MEDIO_ORIENTE,Politics & Policy,Seven Church of England priests face disciplinary process over abuse scandal,,https://www.jpost.com/rss/rssfeedsheadlines.aspx,https://www.jpost.com/breaking-news/article-856737,67.32
4315f0f827cc1033735e2b79b3a104f0,ASIA_PACIFICO,Politics & Policy,"Japan PM Takaichi, Trump agree to arrange summit in US in spring",She likely hopes to coordinate positions with him on China after her remarks on a Taiwan contingency angered Beijing.,https://www.straitstimes.com/news/asia/rss.xml,https://www.straitstimes.com/asia/east-asia/japan-pm-takaichi-trump-hold-phone-talks-govt-source,75.31
a54b90efbcc5ce5e317f8097469ed912,ASIA_PACIFICO,Politics & Policy,Witness to history: 99-year-old Chinese veteran relives passion at V-Day parade: I felt like 'traveling through time' to see myself as young soldier,,https://www.globaltimes.cn/rss/outbrain.xml,https://www.globaltimes.cn/page/202509/1342868.shtml,72.71
fe45919359f06282207d4e8ebdbc142a,AFRICA,Politics & Policy,Government suspends Gabon team and bans Aubameyang,"Gabon's sports minister announces a series of punishments after the national team's ""disgraceful performance"" at the Africa Cup of Nations.",http://feeds.bbci.co.uk/news/world/africa/rss.xml,https://www.bbc.com/sport/football/articles/cn56z2ye7nro?at_medium=RSS&at_campaign=rss,76.09
5e5cc3cc9baaaad13ae041245f14b8f8,AFRICA,Politics & Policy,"Coups, elections and protests - a difficult year for democracy in Africa",Post-election violence in Tanzania and more coups were part of a turbulent 12 months on the continent.,http://feeds.bbci.co.uk/news/world/africa/rss.xml,https://www.bbc.com/news/articles/c1lr70jg2zgo?at_medium=RSS&at_campaign=rss,76.78
c2d40180af9f9e81fb0f008d7a66686e,AFRICA,Politics & Policy,People in Benin felt 'total fear' at attempted coup,Residents of the main city express shock after soldiers tried to overthrow the president.,http://feeds.bbci.co.uk/news/world/africa/rss.xml,https://www.bbc.com/news/videos/c9qenv20lq5o?at_medium=RSS&at_campaign=rss,79.73
46d73a9852a4fc0d6719148a0980feca,AFRICA,Politics & Policy,Uganda: Political Policing in Museveni's Uganda - What It Means for the 2026 Elections,[The Conversation Africa] Uganda's police have long faced criticism for politically charged interventions. These include episodes in which lethal force has been used in ways that observers describe as excessive or indiscriminate. The main targets of restrictive or coercive tactics are supporters of the political opposition.,https://allafrica.com/tools/headlines/rdf/latest/headlines.rdf,https://allafrica.com/stories/202601040020.html,77.3
3c0e6899b562fada3d5cc8ed41f72210,AFRICA,Politics & Policy,"Nigeria: 25 Dead, 14 Missing After Boat Capsizes","[Vanguard] No fewer than 25 persons died while 14 others are still missing after a boat capsized along the Yobe River in Garbi town, Nguru Local Government Area of the state.",https://allafrica.com/tools/headlines/rdf/latest/headlines.rdf,https://allafrica.com/stories/202601040010.html,75.71
e632c38a5e0eafd6a6c7400472bf57cb,AFRICA,Politics & Policy,Nigeria: Exclusive - Islamic Cleric Detained Over Alleged Link to Coup Plot Against President Tinubu,[Premium Times] This is despite denial by the Nigerian government that there was no plan to topple Mr Tinubu's government.,https://allafrica.com/tools/headlines/rdf/latest/headlines.rdf,https://allafrica.com/stories/202601040004.html,79.97
a37e1f7fa79909cea093bd4bc3a21c4c,AFRICA,Politics & Policy,Liberia: Liberia Returns to the UN Security Council After 64 Years,"[Liberian Observer] Sixty-four years after it last sat at the world's most powerful peace and security table, Liberia on Friday formally reclaimed its place on the United Nations Security Council (UNSC), marking a watershed moment in the country's diplomatic history and underscoring what many observers describe as the single most significant foreign policy achievement of the Boakai administration so far.",https://allafrica.com/tools/headlines/rdf/latest/headlines.rdf,https://allafrica.com/stories/202601040014.html,78.86
0905f2a8b4965a9d7c746c0cca608ddb,AFRICA,Politics & Policy,"Nigeria: Police Nab 928 Suspects for Kidnapping, Child Trafficking in Imo","[Leadership] The Imo State Police Command has revealed that 928 suspects were arrested for various offences including kidnapping, armed robbery, cultism and child trafficking last year.",https://allafrica.com/tools/headlines/rdf/latest/headlines.rdf,https://allafrica.com/stories/202601030126.html,75.63
121cf2e78ac7ac692caf79a9d45fdbf4,AFRICA,Politics & Policy,Somalia: President Condemns Trump Remarks On Somalis As 'Trash',"[Shabelle] Mogadishu -- Somali President Hassan Sheikh Mohamud has strongly condemned remarks attributed to US President Donald Trump in which he reportedly referred to Somalis as ""trash,"" calling the comments unacceptable and an insult to the dignity of an entire nation.",https://allafrica.com/tools/headlines/rdf/latest/headlines.rdf,https://allafrica.com/stories/202601030111.html,76.98
cb1aff6df5440d18b65b7db6c04e7e0c,AFRICA,Politics & Policy,"DRC accuses Rwanda of killing 1,500 civilians in past month",The Congolese government has labelled the latest offensive of the Kigali-backed M23 rebels in eastern Congo “a clear act of aggression.”,https://www.africanews.com/feed/,http://www.africanews.com/2026/01/01/drc-accuses-rwanda-of-killing-1500-civilians-in-past-month/,77.25
27fdd51cbd7c8987f9529887dc873c75,AFRICA,Politics & Policy,Gabon's AFCON exit triggers political crisis at home,"Fresh from being knocked out of the Africa Cup of Nations in the first round, Gabon is in crisis. The government even briefly announced the dissolution of the Panthers' staff and the suspensions of Bruno Ecuélé Manga and Pierre-Emerick Aubameyang.",https://www.africanews.com/feed/,http://www.africanews.com/2026/01/01/gabons-afcon-exit-triggers-political-crisis-at-home/,78.74
1ced0a9fbca3c6692a3abc744178b043,RUSIA_CIS,Politics & Policy,Trump’s team prepares plan for managing Venezuela after Maduro’s abduction — WSJ,"Earlier, Venezuela’s Supreme Court appointed Vice President Delcy Rodriguez acting head of state",https://tass.com/rss/v2.xml,https://tass.com/world/2068487,87.9
d59434e367aa75085c9245befc77a77b,RUSIA_CIS,Politics & Policy,US operation in Venezuela violates sovereignty international law — North Korean MFA,"Earlier, India’s foreign ministry expressed deep concern about the events in Venezuela, supporting the well-being of the Venezuelan people and calling on the two parties to resolve issues through dialogue",https://tass.com/rss/v2.xml,https://tass.com/world/2068483,86.13
9e4078fdd8febf3f62463c760a576656,RUSIA_CIS,Politics & Policy,"Maduro, his wife taken to Metropolitan Detention Center in Brooklyn — TV","According to NBC News, Maduro may appear in court in New York on Monday",https://tass.com/rss/v2.xml,https://tass.com/world/2068419,85.47
c6b313db4e43eaf168d69d41fdb16172,RUSIA_CIS,Politics & Policy,"Guterres deeply alarmed by Maduro's capture, calls for respect for international law","The UN Secretary General called on all actors in Venezuela to engage in inclusive dialogue, in full respect of human rights and the rule of law",https://tass.com/rss/v2.xml,https://tass.com/world/2068225,88.42
a13c2397fe1e8ce1f04986d01a877ba0,RUSIA_CIS,Politics & Policy,Denmark vows to ‘stand firm’ against Trump’s plan for Greenland,"Danish Prime Minister Mette Frederiksen has delivered a defiant speech, promising to resist US pressure to acquire Greenland Read Full Article at RT.com",https://www.rt.com/rss/,https://www.rt.com/news/630331-denmark-stand-firm-greenland/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,77.89
2e8459cf189dc78bc8cad5f2274ec0ab,LATINOAMERICA,Other,Reacciones en América Latina,Consideró que el bombardeo a Venezuela y la captura de Nicolás Maduro “sobrepasan un límite inaceptable” y sientan “un precedente extremadamente peligroso”.,https://www.jornada.com.mx/rss/edicion.xml?v=1,https://www.jornada.com.mx/2026/01/04/politica/005n2pol?partner=rss,88.63
a79acae03224e52a62daf5f03878d5da,LATINOAMERICA,Other,Trump secuestra a Maduro y dice que EU gobernará Venezuela,"Washington y Nueva York . Donald Trump ordenó el operativo militar para secuestrar a Nicolás Maduro y su esposa Cilia Flores bajo pretexto de acción antinarcóticos y declaró que Estados Unidos gobernará al país sudamericano hasta lograr una “transición apropiada”, que las empresas petroleras estadunidenses se encargarán del manejo del petróleo de Venezuela y que esto es muestra de la resurrección de la Doctrina Monroe.",https://www.jornada.com.mx/rss/edicion.xml?v=1,https://www.jornada.com.mx/2026/01/04/politica/002n1pol?partner=rss,89.03
34039218d8850d8dfd4de616975be0c2,LATINOAMERICA,Other,"Antonio Gershenson: La ONU, vergüenza internacional","A lo largo de la  madrugada de este sábado, no hemos encontrado un medio informativo mexicano que nos describa la situación real de lo sucedido en Venezuela. Es increíble que no exista un noticiero oficial del país que esté al tanto de lo que pasa en el mundo. Lamentablemente en el canal 14, supuestamente, un canal al servicio de la comunidad, de probada imparcialidad y objetividad, no cubre la visión que necesitamos, el espacio importante internacional se le ha otorgado a la cadena francesa Fra",https://www.jornada.com.mx/rss/edicion.xml?v=1,https://www.jornada.com.mx/2026/01/04/politica/021a1pol?partner=rss,85.55
3b326bb3741df9dbb6c1febf4b826733,LATINOAMERICA,Other,Reacciones en México,"El vicecoordinador de la bancada guinda advirtió que la captura de un jefe de Estado, como se hizo con Nicolás Maduro “sin mandato multilateral, vulnera principios esenciales del orden internacional”.",https://www.jornada.com.mx/rss/edicion.xml?v=1,https://www.jornada.com.mx/2026/01/04/politica/005n3pol?partner=rss,87.54
b44d5803307d67e2221b9b7b1bdaa9ac,LATINOAMERICA,Other,"Algo tendrá que hacerse con México, amaga Trump","Nueva York y Washington. Donald Trump, al festejar el operativo militar contra el gobierno de Venezuela, indicó que esto también es un mensaje a otros gobiernos del hemisferio occidental, México incluido, de que tienen que subordinarse a los intereses de su país bajo la Doctrina Monroe y como el Estado dominante del hemisferio.",https://www.jornada.com.mx/rss/edicion.xml?v=1,https://www.jornada.com.mx/2026/01/04/politica/004n1pol?partner=rss,86.4
f1ef0769799cdda6b2ea8c51894b2575,LATINOAMERICA,Other,Trayectoria de “una tigresa”,Delcy Rodríguez es sucesora legal de Maduro en caso de ausencia. Aquí una semblanza de ella:,https://www.jornada.com.mx/rss/edicion.xml?v=1,https://www.jornada.com.mx/2026/01/04/politica/003n2pol?partner=rss,83.51
16dc3c6661a769253bfb7ad380bad917,LATINOAMERICA,Other,El exilio venezolano en Latinoamérica celebra la captura de Maduro: “¡Cayó el tirano!”,La diáspora de casi ocho millones de venezolanos observa con euforia el fin de la era del chavismo con la esperanza de regresar al país para escribir un nuevo capítulo,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/america-colombia/2026-01-03/el-exilio-venezolano-en-latinoamerica-celebra-la-captura-de-maduro-cayo-el-tirano.html,89.18
815fab31093bdc5032f6c99be5f2233a,LATINOAMERICA,Other,"El petróleo, el centro de las controversias históricas entre Venezuela y Estados Unidos",La relación entre los dos países vuelve a estar marcada por las riquezas energéticas del país caribeño,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/america/2026-01-04/el-petroleo-en-el-centro-de-las-controversias-historicas-entre-venezuela-y-estados-unidos.html,85.74
3ae7641162948d3c561fa3244971b62d,LATINOAMERICA,Other,"Videoanálisis | La captura de Nicolás Maduro, una ofensiva esperada en Venezuela",El periodista Alonso Moleiro habla desde Caracas sobre cómo el operativo de Washington ha provocado asombro e intimidación en las calles,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/america/2026-01-04/videoanalisis-el-ataque-a-nicolas-maduro-una-ofensiva-esperada-en-venezuela.html,88.78
fc35fb0d0ecb7bdfa0bc66ef487c8f93,LATINOAMERICA,Other,La frontera colombiana espera los coletazos de la intervención militar de Estados Unidos en Venezuela,El Gobierno de Gustavo Petro teme una nueva oleada migratoria tras la captura de Nicolás Maduro,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/america-colombia/2026-01-04/la-frontera-colombiana-espera-los-coletazos-de-la-intervencion-militar-de-estados-unidos-en-venezuela.html,88.79
c2bd32d7b6239c4fc65c2ddeb37a73e8,LATINOAMERICA,Other,"Cayó Maduro, pero la democracia aún no llegará a Venezuela","Pocos estarán tristes de ver a Maduro tras las rejas. Sin embargo, el alivio no borra un hecho innegable: lo ocurrido es también una agresión contra una nación soberana",https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/america/2026-01-04/cayo-maduro-pero-la-democracia-aun-no-llegara-a-venezuela.html,89.77
0895cad777d17035910c0e4493c10b60,LATINOAMERICA,Other,Los mapas y los cuatro momentos clave de la operación para sacar a Maduro de Venezuela,"Donald Trump dio su visto bueno para la operación a las diez de la noche. A las 3.29 de la madrugada, el helicóptero con Maduro y su esposa estaba camino al buque Iwo Jima",https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/internacional/2026-01-03/mapas-del-ataque-de-eeuu-sobre-venezuela-objetivos-espacio-aereo-y-flota-desplegada.html,87.16
f0ccd78b2d7999942127f482f9e6e9de,LATINOAMERICA,Other,Una extraña transición en Venezuela,EE UU dice que se quedará en el país latinoamericano y que los socios del narcodictador lo gestionarán. ¿Cómo se cocina ese arroz con mango?,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/opinion/2026-01-04/una-extrana-transicion-en-venezuela.html,85.94
1c05e6bcab94a90a153b9dfe540416d6,LATINOAMERICA,Other,Venezuela y el regreso del imperialismo,Trump encarna la disposición de intervenir directamente cuando considera que sus intereses estratégicos están en juego,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/mexico/opinion/2026-01-04/venezuela-y-el-regreso-del-imperialismo.html,87.2
